eq_id,event,mag,hyp_lat,hyp_long,hyp_depth,network,station,sta_lat,sta_long,sta_elev,hyp_dist,component,dt,npt,PGA,PGV,PGD,disp_final1,disp_final2,method,tp,t1,t2,t3,tstart,tsearch,HP-FC,K,maxE,t1f,t2f,Km,fname_acc,fname_vel,fname_disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,HWA037,23.452,121.3936,0.097,40.4372201419875,E,0.01,6001,6.29409741677841,80.881756113063,39.9512025267384,-12.6618873506605,-11.828167065441,BoorePieceWise,12,20.6,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_HWA037_E.acc,20220918064410_TSMIP_HWA037_E.vel,20220918064410_TSMIP_HWA037_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,HWA054,23.4305,121.3487,0.093,36.2696525755603,Z,0.01,6001,2.62431565080516,63.4435099737659,88.6250364033668,71.9525666033596,71.3210057130917,BoorePieceWise,14,18.4,28.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_HWA054_Z.acc,20220918064410_TSMIP_HWA054_Z.vel,20220918064410_TSMIP_HWA054_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,HWA054,23.4305,121.3487,0.093,36.2696525755603,N,0.01,6001,3.80425627245378,68.1699448920212,42.7004179635978,-36.6185279702945,-37.3416670478177,BoorePieceWise,14,18.4,28.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_HWA054_N.acc,20220918064410_TSMIP_HWA054_N.vel,20220918064410_TSMIP_HWA054_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,HWA054,23.4305,121.3487,0.093,36.2696525755603,E,0.01,6001,4.41291059793955,91.1206442638091,82.6676963257872,15.2624085990766,15.6716726207837,BoorePieceWise,14,18.4,28.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_HWA054_E.acc,20220918064410_TSMIP_HWA054_E.vel,20220918064410_TSMIP_HWA054_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,HWA073,23.3472,121.3191,0.138,26.9094010012586,Z,0.01,6001,5.21473582691055,71.4063962278578,105.187283325046,99.4691057037116,99.1473858940489,BoorePieceWise,10,14.1,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_HWA073_Z.acc,20220918064410_TSMIP_HWA073_Z.vel,20220918064410_TSMIP_HWA073_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,HWA073,23.3472,121.3191,0.138,26.9094010012586,N,0.01,6001,5.2261195665831,91.2194397830334,81.3949212098102,-72.1917863033935,-71.5622928892134,BoorePieceWise,10,14.1,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_HWA073_N.acc,20220918064410_TSMIP_HWA073_N.vel,20220918064410_TSMIP_HWA073_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,HWA073,23.3472,121.3191,0.138,26.9094010012586,E,0.01,6001,4.31857559182653,61.4508850657567,43.6307977076205,-16.6548820715711,-15.7668365790553,BoorePieceWise,10,14.1,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_HWA073_E.acc,20220918064410_TSMIP_HWA073_E.vel,20220918064410_TSMIP_HWA073_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,HWA075,23.494,121.3451,0.173,42.5004053066204,Z,0.01,6001,2.8879773953804,24.1155230317354,9.81016639154893,-0.289648541823875,-0.72267392245855,BoorePieceWise,12,14.2,28.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_HWA075_Z.acc,20220918064410_TSMIP_HWA075_Z.vel,20220918064410_TSMIP_HWA075_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,HWA075,23.494,121.3451,0.173,42.5004053066204,N,0.01,6001,3.8181303472572,35.9170865448252,30.8875512953505,-19.9014802300522,-19.9298588601748,BoorePieceWise,12,14.2,28.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_HWA075_N.acc,20220918064410_TSMIP_HWA075_N.vel,20220918064410_TSMIP_HWA075_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,HWA075,23.494,121.3451,0.173,42.5004053066204,E,0.01,6001,3.50866315655685,58.0213524642856,39.3536014944575,16.9875788598254,16.7982960138235,BoorePieceWise,12,14.2,28.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_HWA075_E.acc,20220918064410_TSMIP_HWA075_E.vel,20220918064410_TSMIP_HWA075_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,EEWS,S055,22.9039,121.1244,NaN,28.1550262220523,Z,0.005,20001,0.365508246266448,4.92977288153451,1.49764770110401,0.157584475208523,0.202767771229964,BooreQuad,8,9.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064411_EEWS_S055_Z.acc,20220918064411_EEWS_S055_Z.vel,20220918064411_EEWS_S055_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,EEWS,S055,22.9039,121.1244,NaN,28.1550262220523,N,0.005,20001,1.13328605746429,8.22991748122346,3.59794497033517,0.0461041342357354,0.229946406485304,BooreQuad,8,9.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064411_EEWS_S055_N.acc,20220918064411_EEWS_S055_N.vel,20220918064411_EEWS_S055_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,EEWS,S055,22.9039,121.1244,NaN,28.1550262220523,E,0.005,20001,1.02402289205852,14.5792717963104,3.24047714452412,-0.0301514165474083,0.0614276482392978,BooreQuad,8,9.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064411_EEWS_S055_E.acc,20220918064411_EEWS_S055_E.vel,20220918064411_EEWS_S055_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN001,23.3163,121.4512,0.063,33.0337299425713,Z,0.01,6001,1.2580731893036,18.6704539319783,14.3014623551973,-4.63628148081062,-4.67301387930943,BoorePieceWise,10,12.6,34.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN001_Z.acc,20220918064410_TSMIP_TTN001_Z.vel,20220918064410_TSMIP_TTN001_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN001,23.3163,121.4512,0.063,33.0337299425713,N,0.01,6001,2.67394607083976,40.336976755836,49.7221107860615,9.33542751830914,9.8359333043998,BoorePieceWise,10,12.6,34.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN001_N.acc,20220918064410_TSMIP_TTN001_N.vel,20220918064410_TSMIP_TTN001_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN001,23.3163,121.4512,0.063,33.0337299425713,E,0.01,6001,2.26726426670795,35.8284938377674,35.1211914227606,-17.0605518094255,-17.4187739457557,BoorePieceWise,10,12.6,34.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN001_E.acc,20220918064410_TSMIP_TTN001_E.vel,20220918064410_TSMIP_TTN001_E.disp
